track_name; album_name; release_date; album_uri; artists; artist_uri; duration_ms; popularity; track_number; track_uri; danceability; energy; key; mode; loudness; speechiness; acousticness; instrumentalness; liveness; valence; tempo; time_signature
Jubel; Jubel; 2014-03-11; spotify:album:2w2DVkRZJV2hG8vEndFwO7; Klingande; spotify:artist:1L9i6qZYIGQedgM9QLSyzb; 283638; 52; 1; spotify:track:2mpsKeLCbdXkwEpZRNi4XD; 0.698; 0.476; 0; 1; -7.459; 0.0417; 0.185; 0.238; 0.0542; 0.181; 124.986; 4
Home (feat. Bonn); Home (feat. Bonn); 2019-08-16; spotify:album:1cL51Zp86zgzMDTXRiq8w9; Martin Garrix; spotify:artist:60d24wfXkVzDSfLS6hyCjZ; 239067; 66; 1; spotify:track:4aTtHoSBB0CuQGA6vXBNyp; 0.466; 0.612; 8; 0; -4.855; 0.0307; 0.0655; 4.07e-06; 0.132; 0.236; 128.114; 4
Light It Up - Remix; Peace Is The Mission (Extended); 2015-11-27; spotify:album:0ct1bK2jijAkf6IxP9B0st; Major Lazer; spotify:artist:738wLrAtLtCtFOLvQBXOXp; 166138; 2; 10; spotify:track:0TQ1FvC8TJ09iibSfwRP81; 0.747; 0.877; 9; 0; -3.782; 0.0664; 0.0375; 0.000833; 0.233; 0.752; 107.991; 4
Pacific Coast Highway (feat. Max); Out of Love EP; 2017-02-24; spotify:album:3rRLoVfmuw9xUPuyS372bc; Two Friends; spotify:artist:44Ewva5aHOX00EwaX2D2mh; 224397; 0; 2; spotify:track:5fWf5q2GCZ0JXfmo2VHKwJ; 0.731; 0.48; 2; 1; -6.779; 0.17; 0.138; 0; 0.127; 0.644; 120.043; 4
Records (feat. Hier); Records (feat. Hier); 2016-12-29; spotify:album:59JWw3kQvnsLdVfoNUoEkD; Y.V.E. 48; spotify:artist:5zSWGyWE5d0PYaYrtdVwOz; 214000; 38; 1; spotify:track:6p9xQKe8tfDWl8owpEHmnQ; 0.789; 0.786; 9; 0; -8.093; 0.0766; 0.0286; 0.273; 0.467; 0.253; 119.968; 4
Temperature; The Trinity; 2005-09-26; spotify:album:32Bu3ETQhR1PFCj3ndDlYf; Sean Paul; spotify:artist:3Isy6kedDrgPYoTS1dazA9; 218573; 77; 11; spotify:track:0k2GOhqsrxDTAbFFSdNJjT; 0.951; 0.6; 0; 0; -4.675; 0.0685; 0.106; 0; 0.0712; 0.822; 125.04; 4
Royal Blood; Royal Blood; 2017-10-03; spotify:album:1XWy3HMazWniaqUUth5KNC; Louis Futon; spotify:artist:79ffq2PHS5TDmgnHhAyudW; 214588; 37; 1; spotify:track:4xrZ1rHw6RoJlPEuU84LAY; 0.618; 0.433; 8; 1; -7.241; 0.0625; 0.115; 0; 0.272; 0.64; 84.998; 4
Knives; Knives; 2015-11-13; spotify:album:4kB77oELMC6xI4EGfoQ0q4; Matoma; spotify:artist:4YXycRbyyAE0wozTk7QMEq; 208000; 48; 1; spotify:track:3HT8HCYGYXaAUH6SKNBaS0; 0.679; 0.576; 9; 0; -8.515; 0.0335; 0.0791; 5.8e-06; 0.21; 0.724; 136.01; 4
Alive; Get Wet; 2013-09-20; spotify:album:1Y7A8ZaZ9QyeeOa3uWQJqc; Krewella; spotify:artist:0Cd6nHYwecCNM1sVEXKlYr; 288880; 52; 7; spotify:track:59mrqUmhpmcfUns8BKkV30; 0.671; 0.828; 9; 1; -2.907; 0.053; 0.00304; 0.00287; 0.352; 0.57; 127.976; 4
Rollercoaster; Strange Desire; 2014-07-14; spotify:album:0cnNCK2xpudXjB8pzsrYy9; Bleachers; spotify:artist:2eam0iDomRHGBypaDQLwWI; 188866; 66; 2; spotify:track:5L95vS64rG1YMIFm1hLjyZ; 0.421; 0.79; 10; 1; -6.227; 0.0538; 0.00205; 0.000309; 0.148; 0.279; 162.024; 4
Modern Conversation; Genesis Series; 2015-11-06; spotify:album:1X4yodq8QzdlHOf2EgwhWU; ZHU; spotify:artist:28j8lBWDdDSHSSt5oPlsX2; 305360; 43; 5; spotify:track:2mKz2YoxA65ZPzTv3i5s0A; 0.78; 0.733; 7; 0; -7.174; 0.039; 0.00884; 0.0962; 0.269; 0.189; 114.01; 4
Burn Wild (Kap Slap Remix); Burn Wild (Kap Slap Remix); 2016-03-03; spotify:album:3FNCZtHSUJLDmsmqk9yxF5; ROZES; spotify:artist:6jsjhAEteAlY0vCiLvMLBA; 213000; 26; 1; spotify:track:5MUproRzCSN1hRD72ujZGU; 0.589; 0.865; 11; 0; -3.155; 0.167; 0.0599; 8.1e-05; 0.35; 0.508; 159.969; 4
Falls - The Knocks Get Up Mix; Falls Remixes; 2018-10-19; spotify:album:0qdNjQNd3JwdThtAX3Rw9b; ODESZA; spotify:artist:21mKp7DqtSNHhCAU2ugvUw; 282941; 38; 8; spotify:track:1CtA8WafiMoC7CDcQziHfq; 0.762; 0.812; 6; 1; -4.956; 0.0551; 0.00696; 0.00186; 0.0861; 0.497; 109.002; 4
Shake Something (feat. Joey Purp); Shake Something (feat. Joey Purp); 2018-03-08; spotify:album:5umCH0AoNKwl7R4TtEK8Zt; Louis The Child; spotify:artist:7wg1qvie3KqDNQbAkTdbX0; 193512; 60; 1; spotify:track:6mUwMth1MQT8NVSMI7lKjx; 0.895; 0.525; 10; 0; -7.969; 0.186; 0.0925; 0.00552; 0.585; 0.202; 87.999; 4
Something Better - Two Friends Remix; Something Better (Two Friends Remix); 2016-06-17; spotify:album:3EyXyBApHR3aGtHxRaCsJW; Audien; spotify:artist:4xnMDfgEmXZEEDdITKcGuE; 265892; 28; 1; spotify:track:0KklLSXgYW5k4m78YaBIIt; 0.695; 0.914; 2; 1; -4.434; 0.0993; 0.35; 0.002; 0.0659; 0.305; 125.939; 4
Weird Machine; The Choices We Face; 2018-08-10; spotify:album:2WjE2G2OUI8S0Cpp6EMoU0; DROELOE; spotify:artist:0u18Cq5stIQLUoIaULzDmA; 183340; 43; 2; spotify:track:2ZolnYyO2QPi3cn75HyylE; 0.741; 0.809; 5; 1; -5.097; 0.0309; 0.00152; 0.268; 0.343; 0.532; 110.003; 4
High Tide (feat. WILD); High Tide (feat. WILD); 2016-07-12; spotify:album:25xx00OYeRVcWu3UV3SFrQ; Creaky Jackals; spotify:artist:3OicELscJlOf5XnrApq6ur; 205565; 26; 1; spotify:track:62B0mEmX0Nxrbc02OSrnDF; 0.782; 0.565; 6; 0; -6.724; 0.0559; 0.502; 3.02e-05; 0.13; 0.505; 114.971; 4
Shooting Stars; Shooting Stars; 2019-05-17; spotify:album:2nWGRJbjUxflD8Pb3CS9V0; Elephante; spotify:artist:3fjs4zbBFxEFFe8Wyojo0G; 303420; 41; 1; spotify:track:23nhk3nZxeE3CnWdtAdfjl; 0.554; 0.838; 8; 0; -4.444; 0.0469; 0.0145; 2.87e-06; 0.253; 0.275; 124.967; 4
Rewind; Rewind; 2015-12-04; spotify:album:1LLm5vHsDoVkRuhMjuYATn; Gazzo; spotify:artist:5st4KKihmnSMLRsxWOs2x3; 195466; 30; 1; spotify:track:6RPZhd9irco3mi3VIOqqct; 0.606; 0.854; 1; 1; -2.479; 0.218; 0.0533; 0; 0.63; 0.344; 128.124; 4
Paradise - Bazzi vs. Vincent Remix; Paradise (Bazzi vs. Vincent Remix); 2019-05-30; spotify:album:2glLih0HjaTVZcm3cUhJ8n; Bazzi vs.; spotify:artist:0Z0T7qMFlcb0NfmrJ0Vu02; 214153; 49; 1; spotify:track:5dd7sDSpTzfOpJM3UQ5EZi; 0.635; 0.673; 2; 1; -5.54; 0.0546; 0.211; 0; 0.176; 0.539; 129.975; 4
Wassup (Listen to the Horns); Wassup (Listen to the Horns); 2019-01-11; spotify:album:0LjVe9PqlkXx9HygqXZLxo; Timmy Trumpet; spotify:artist:0CbeG1224FS58EUx4tPevZ; 168855; 50; 1; spotify:track:4kaOhZa5iPSLirUMcotdor; 0.648; 0.889; 0; 1; -2.959; 0.13; 0.0177; 1.15e-05; 0.0907; 0.298; 123.993; 4
Can We Pretend (feat. Cash Cash); Can We Pretend (feat. Cash Cash); 2019-04-11; spotify:album:1CXDHsSaA7UgUPvRm2AVRH; P!nk; spotify:artist:1KCSPY1glIKqW2TotWuXOR; 224360; 70; 1; spotify:track:3O0e0LHTpza0rYVDbZfQ4r; 0.524; 0.806; 1; 0; -3.447; 0.406; 0.197; 0; 0.101; 0.45; 115.172; 4
Location; American Teen; 2017-04-27; spotify:album:6kf46HbnYCZzP6rjvQHYzg; Khalid; spotify:artist:6LuN9FCkKOj5PcnpouEgny; 219080; 80; 3; spotify:track:152lZdxL1OR0ZMW6KquMif; 0.736; 0.449; 1; 0; -11.462; 0.425; 0.33; 0.000162; 0.0898; 0.326; 80.126; 4
Talk (feat. Disclosure); Free Spirit; 2019-04-05; spotify:album:6KT8x5oqZJl9CcnM66hddo; Khalid; spotify:artist:6LuN9FCkKOj5PcnpouEgny; 197573; 78; 5; spotify:track:6TqXcAFInzjp0bODyvrWEq; 0.901; 0.4; 0; 1; -8.575; 0.126; 0.051; 0; 0.0599; 0.346; 135.984; 4
Right Back; Free Spirit; 2019-04-05; spotify:album:6KT8x5oqZJl9CcnM66hddo; Khalid; spotify:artist:6LuN9FCkKOj5PcnpouEgny; 215226; 67; 6; spotify:track:5A1w94uzc1kO1Zhe8WWxC3; 0.788; 0.427; 5; 0; -9.918; 0.308; 0.0649; 3.62e-05; 0.171; 0.605; 97.038; 4
Eastside (with Halsey & Khalid); FRIENDS KEEP SECRETS; 2018-12-07; spotify:album:7dQ734EW0iLvQfF6vBFNiZ; benny blanco; spotify:artist:5CiGnKThu5ctn9pBxv7DGa; 170769; 75; 1; spotify:track:7FGq80cy8juXBCD2nrqdWU; 0.632; 0.686; 6; 0; -7.665; 0.243; 0.549; 0; 0.2; 0.329; 89.949; 4
STARGAZING; ASTROWORLD; 2018-08-03; spotify:album:41GuZcammIkupMPKH2OJ6I; Travis Scott; spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY; 270714; 82; 1; spotify:track:7wBJfHzpfI3032CSD7CE2m; 0.487; 0.789; 8; 1; -3.69; 0.044; 0.00947; 4.05e-06; 0.189; 0.0564; 150.007; 4
Unique (feat. Anderson .Paak) - Louis Futon Remix; Unique (feat. Anderson .Paak) [Louis Futon Remix]; 2016-06-03; spotify:album:4dTUZocyH89lnTlc4ykZFN; GoldLink; spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ; 254678; 28; 1; spotify:track:5iMyOIWo18RV1LX86A3nWS; 0.641; 0.793; 7; 1; -5.296; 0.303; 0.00391; 2.72e-06; 0.625; 0.451; 114.993; 4
Bubblin; Bubblin; 2018-05-17; spotify:album:6N1y1a5qnqN8pBkizOdMvk; Anderson .Paak; spotify:artist:3jK9MiCrA42lLAdMGUZpwa; 209093; 63; 1; spotify:track:6BvtitRX5lQC87YlA6rq0n; 0.568; 0.873; 1; 1; -5.22; 0.265; 0.0731; 0; 0.367; 0.547; 106.783; 5
Trippy (feat. J. Cole); Oxnard; 2018-11-16; spotify:album:3rqqwtJE89WoWvMyPTvbZc; Anderson .Paak; spotify:artist:3jK9MiCrA42lLAdMGUZpwa; 323586; 65; 11; spotify:track:2lRe5wBRm4xaSKTbDn2vLD; 0.57; 0.65; 2; 1; -8.538; 0.326; 0.0707; 0; 0.339; 0.174; 96.767; 4
Troubled; Glass Mansion; 2018-06-15; spotify:album:74o0nRSQFPtdb5uzE4HF9n; Elephante; spotify:artist:3fjs4zbBFxEFFe8Wyojo0G; 207272; 0; 7; spotify:track:1rMlSDoIRf61uIuyr9mghA; 0.62; 0.75; 11; 1; -5.77; 0.0407; 0.148; 0; 0.155; 0.632; 109.986; 4
Navajo; Navajo; 2017-06-08; spotify:album:5DxMTCWwHlaz4Hx1og50xL; Masego; spotify:artist:3ycxRkcZ67ALN3GQJ57Vig; 194157; 68; 1; spotify:track:6zWU7YALeEDMcPGhKKZJhV; 0.567; 0.593; 6; 0; -7.404; 0.288; 0.117; 1.32e-06; 0.248; 0.358; 88.545; 4
Would I Lie to You - Radio Edit; Would I Lie to You; 2016-09-30; spotify:album:1o9FV0S0KY1kqmYsacy4j8; David Guetta; spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai; 197647; 64; 1; spotify:track:4PdJSsESm34djLfBde9Pr2; 0.671; 0.826; 7; 0; -5.766; 0.309; 0.00718; 0; 0.631; 0.774; 123.986; 4
Time of Our Lives; Globalization; 2014-11-21; spotify:album:398EKzFttiMH4ojxOsnd7t; Pitbull; spotify:artist:0TnOYISbd1XYRBk9myaseg; 229346; 49; 4; spotify:track:6SEizXg6WimNyK8NdI9biV; 0.729; 0.801; 5; 0; -5.698; 0.0529; 0.0895; 0; 0.766; 0.764; 123.995; 4
Good Vibes; Good Vibes; 2017-10-20; spotify:album:0VW5ytAiIQlvYqnv7U3wBK; Quintino; spotify:artist:1V3VTM7VspiQjcmRhC010n; 164946; 0; 1; spotify:track:0X8VlQBGnKhWTBpTlgqgSr; 0.604; 0.486; 2; 1; -7.933; 0.065; 0.443; 0; 0.102; 0.593; 149.867; 4
Faded - Big Gigantic Remix; Faded (The Remixes); 2014-09-15; spotify:album:0noSiAHeucpfH5PHfr8VhG; ZHU; spotify:artist:28j8lBWDdDSHSSt5oPlsX2; 260440; 24; 4; spotify:track:7avLU8taUYmyJImNArujmc; 0.801; 0.76; 9; 0; -4.948; 0.141; 0.0323; 0.00349; 0.0483; 0.529; 119.954; 4
Fade Into Darkness - Vocal Radio Mix; Fade Into Darkness; 2011-01-01; spotify:album:19XhhBi6GNTYYgSrB3hnzA; Avicii; spotify:artist:1vCWHaC5f2uS3yhpwWbIA6; 198133; 64; 1; spotify:track:5kwAIpUBwhmiBpsJlcMgO1; 0.556; 0.885; 6; 1; -4.045; 0.0321; 0.00786; 1.95e-06; 0.138; 0.771; 125.997; 4
Firefly; Someday Somewhere; 2015-04-10; spotify:album:6ltLI77XvUOwApSWpZbUGE; Mura Masa; spotify:artist:5Q81rlcTFh3k6DQJXPdsot; 228000; 63; 2; spotify:track:2s9C5THb9llwyVXtjveV4E; 0.798; 0.443; 10; 1; -9.21; 0.12; 0.437; 4.78e-06; 0.065; 0.481; 110.027; 4
Love$ick (feat. A$AP Rocky); Mura Masa; 2017-07-14; spotify:album:0NBTBo1qrg554sAj79nEqD; Mura Masa; spotify:artist:5Q81rlcTFh3k6DQJXPdsot; 192160; 74; 3; spotify:track:3sTN90bIP2cJ1783ctHykO; 0.625; 0.763; 8; 0; -4.997; 0.129; 0.147; 0.0106; 0.214; 0.721; 88.753; 4
Fill Me In; Fill Me In; 2017-02-03; spotify:album:7jD45gnItzFcWSQFoKW8qX; Loud Luxury; spotify:artist:6t1gpxYbY8OlLA7D2RiikQ; 219855; 60; 1; spotify:track:0OWMb0mr5PZvb8VoI8qNTq; 0.745; 0.704; 8; 0; -7.306; 0.0418; 0.0516; 0.000683; 0.153; 0.393; 124.02; 4
Rio (feat. Digital Farm Animals); 3; 2016-06-10; spotify:album:5RpkF55XZzzpWO0CnqcWw8; Netsky; spotify:artist:5TgQ66WuWkoQ2xYxaSTnVP; 229106; 55; 3; spotify:track:5IfSQQzGijWKd7dbkbqHuN; 0.503; 0.888; 0; 1; -4.522; 0.0386; 0.00269; 0.0458; 0.0733; 0.589; 173.057; 4
Demain - Bigflo & Oli X Petit Biscuit; La vie de rêve; 2018-11-24; spotify:album:0glCy1Eg7cdO7RsIXXucHn; Bigflo & Oli; spotify:artist:5mmEMfYChd6MImBagU7zCs; 251813; 56; 3; spotify:track:3KfcM6hHFpjs7z9fkAlRhD; 0.697; 0.713; 11; 1; -5.956; 0.342; 0.4; 0; 0.113; 0.45; 123.374; 4
Spice Girl; Good For You; 2017-07-28; spotify:album:3lajefIuUk4SfzqVBSJy8p; Aminé; spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ; 173946; 70; 5; spotify:track:4HW5kSQ8M2IQWZhSxERvla; 0.693; 0.46; 0; 0; -7.912; 0.226; 0.392; 0; 0.157; 0.873; 78.09; 4
Bailar (feat. Elvis Crespo) - Radio Edit; Good Evening; 2017-03-31; spotify:album:1J6b7W1nSHH7BObK8zIoEY; Deorro; spotify:artist:6VD4UEUPvtsemqD3mmTqCR; 137661; 59; 25; spotify:track:1HCw8XKtTgWWU3JlEUR0qQ; 0.793; 0.848; 9; 1; -5.327; 0.121; 0.0637; 0.226; 0.0647; 0.455; 128.104; 4
Californication; Californication (Deluxe Edition); 1999-06-08; spotify:album:2Y9IRtehByVkegoD7TcLfi; Red Hot Chili Peppers; spotify:artist:0L8ExT028jH3ddEcZwqJJ5; 329733; 80; 6; spotify:track:48UPSzbZjgc449aqz8bxox; 0.592; 0.767; 9; 0; -2.788; 0.027; 0.0021; 0.00165; 0.127; 0.328; 96.483; 4
Dark Necessities; The Getaway; 2016-06-17; spotify:album:43otFXrY0bgaq5fB3GrZj6; Red Hot Chili Peppers; spotify:artist:0L8ExT028jH3ddEcZwqJJ5; 302000; 73; 2; spotify:track:2oaK4JLVnmRGIO9ytBE1bt; 0.7; 0.742; 5; 0; -6.777; 0.0716; 0.0722; 0.0199; 0.11; 0.197; 91.959; 4
Can't Stop; By the Way (Deluxe Edition); 2002-07-09; spotify:album:6deiaArbeoqp1xPEGdEKp1; Red Hot Chili Peppers; spotify:artist:0L8ExT028jH3ddEcZwqJJ5; 269000; 79; 7; spotify:track:3ZOEytgrvLwQaqXreDs2Jx; 0.618; 0.938; 9; 1; -3.442; 0.0456; 0.0179; 0; 0.167; 0.875; 91.455; 4
Should I Stay or Should I Go - Remastered; Stranger Things (Soundtrack from the Netflix Original Series); 2017-10-27; spotify:album:0CTCk1eshEadFqZ4NBfe9N; The Clash; spotify:artist:3RGLhK1IP9jnYFH4BRFJBS; 186093; 55; 3; spotify:track:6SjbzGo7arjfM5cXpXhc5B; 0.74; 0.848; 2; 1; -6.437; 0.144; 0.0781; 0; 0.375; 0.802; 113.381; 4
Talk; Talk; 2017-03-24; spotify:album:0Z9ymYIXWU6yJdWc6j4mep; Salvatore Ganacci; spotify:artist:5PdkRVDASsw6P7QoqRpz0F; 164800; 55; 1; spotify:track:3zOgfB6xNtU0vaV38kthWk; 0.728; 0.484; 5; 0; -7.098; 0.146; 0.374; 0; 0.123; 0.692; 150.029; 4
Let Me Know; Ascension EP; 2015-10-09; spotify:album:5I1V8tgllM97Cg8CX8g8TI; No Wyld; spotify:artist:4xM4nZLhGE0pMKbXA08s6A; 252093; 47; 4; spotify:track:4kCyuJR5pmxX5AVlEHXXny; 0.575; 0.89; 7; 1; -4.129; 0.112; 0.109; 1.7e-05; 0.115; 0.111; 119.968; 4
Gone (feat. Syd); Forever (Pt. II) - EP; 2015-03-10; spotify:album:2g6Vy9zuQupmFv9Y4AAZ4m; Snakehips; spotify:artist:2FwJwEswyIUAljqgjNSHgP; 238226; 40; 2; spotify:track:1slGjcxBJEfM8ehEsLvWF0; 0.564; 0.602; 11; 1; -6.422; 0.0591; 0.0958; 0; 0.138; 0.381; 137.883; 4
Stereo Hearts (feat. Adam Levine); The Papercut Chronicles II; 2011-11-11; spotify:album:2mumCpGmuE9iDeOvMx6XrB; Gym Class Heroes; spotify:artist:4IJczjB0fJ04gs4uvP0Fli; 210960; 77; 4; spotify:track:0qOnSQQF0yzuPWsXrQ9paz; 0.646; 0.795; 9; 1; -3.293; 0.0976; 0.0319; 0; 0.267; 0.796; 89.99; 4
DONTTRUSTME; WANT; 2008-07-07; spotify:album:6MSOHtUiG49Grd7BdZrRUm; 3OH!3; spotify:artist:0FWzNDaEu9jdgcYTbcOa4F; 192573; 69; 3; spotify:track:5jzX4dWVQeBTtfBaXnMRt5; 0.791; 0.713; 5; 0; -3.742; 0.254; 0.0163; 0; 0.189; 0.514; 130.012; 4
You're Gonna Go Far, Kid; Rise And Fall, Rage And Grace; 2008-06-17; spotify:album:67v63ubEsvDUQkYMzI7A9t; The Offspring; spotify:artist:5LfGQac0EIXyAN8aUwmNAQ; 177826; 77; 3; spotify:track:6TfBA04WJ3X1d1wXhaCFVT; 0.55; 0.917; 0; 1; -3.159; 0.0638; 0.00428; 0; 0.197; 0.601; 126.115; 4
You Know You Like It - Tchami Remix; We Are Your Friends (Music From The Original Motion Picture); 2015-08-21; spotify:album:0aMv03wMvTndzvWp8FuS4P; AlunaGeorge; spotify:artist:2VAnyOxzJuSAj7XIuEOT38; 304333; 62; 7; spotify:track:0OpcI3rARLsNWgVbPdwHD9; 0.815; 0.84; 5; 0; -4.331; 0.107; 0.183; 0.0843; 0.0866; 0.587; 122.988; 4
After Life (feat. Stacy Barthe); After Life (feat. Stacy Barthe); 2015-03-17; spotify:album:7uZZFBdOR9qqmmV5WLUDNP; Tchami; spotify:artist:1KpCi9BOfviCVhmpI4G2sY; 293333; 57; 1; spotify:track:3dhPpCQvw3kn7so6mkTbJ3; 0.604; 0.903; 0; 1; -4.231; 0.0449; 0.000176; 0.53; 0.0586; 0.078; 125.989; 4
Turn Me On (feat. Vula); Turn Me On (feat. Vula); 2019-09-13; spotify:album:7mtnp7B5yFt3D3PAznGzc8; Riton; spotify:artist:7i9j813KFoSBMldGqlh2Z1; 208473; 80; 1; spotify:track:0qaWEvPkts34WF68r8Dzx9; 0.737; 0.828; 11; 1; -4.711; 0.0396; 0.0149; 0.000583; 0.0862; 0.517; 124.052; 4
Electricity (feat. Dua Lipa) - MK Remix; Electricity (feat. Dua Lipa) [MK Remix]; 2018-11-09; spotify:album:654bA0Txg8hFwVmb8DwVHt; Silk City; spotify:artist:2X97ZAqRKRMYFIDqtvGgGc; 346880; 63; 1; spotify:track:6JhJ3Qiw7sWE74MmSTbwkK; 0.675; 0.894; 9; 0; -4.982; 0.0821; 0.000156; 0.00856; 0.112; 0.844; 123.995; 4
Taki Taki (with Selena Gomez, Ozuna & Cardi B); Taki Taki (with Selena Gomez, Ozuna & Cardi B); 2018-09-28; spotify:album:0ZHyvPke0EcVt6rYA8Ins3; DJ Snake; spotify:artist:540vIaP2JwjQb9dm3aArA4; 212500; 80; 1; spotify:track:4w8niZpiMy6qz1mntFA5uM; 0.842; 0.801; 8; 0; -4.167; 0.228; 0.157; 4.82e-06; 0.0642; 0.617; 95.881; 4
Glad You Came; Glad You Came; 2017-12-01; spotify:album:0ESVw2RSkkBnJrSAnuxMuK; AREA21; spotify:artist:76YIoWHp3Ri3q1ocOPtFzp; 152583; 54; 1; spotify:track:7xHfguzndSR2jOpMxzqh3r; 0.655; 0.804; 8; 1; -5.288; 0.0798; 0.0605; 0.000535; 0.381; 0.399; 104.95; 4
Beautiful Heartbeat; Beautiful Heartbeat; 2016-01-15; spotify:album:1hG3WNdozkGnQAOmzTdDZ4; MORTEN; spotify:artist:19HFRWmRCl27kTk6LeqAO8; 201350; 1; 1; spotify:track:6vO9jlpO83ZhgYemURQ8cG; 0.32; 0.575; 2; 0; -8.597; 0.0824; 0.156; 0.000355; 0.0563; 0.12; 78.306; 4
Surrender; Blood, Sweat & 3 Years; 2016-06-24; spotify:album:1TgJXcoFJ7BN0NiViN7wtx; Cash Cash; spotify:artist:1LOB7jTeEV14pHai6EXSzF; 208133; 49; 16; spotify:track:0bmB3nzQuHBfI6nM4SETVu; 0.542; 0.894; 1; 1; -2.879; 0.0676; 0.0236; 0; 0.132; 0.296; 127.947; 4
UCLA; NOVA; 2018-07-27; spotify:album:7GpuEZzRrPT4IGiEuWaBzy; RL Grime; spotify:artist:5eIbEEQnDM8yuDVB0bimSP; 192000; 75; 13; spotify:track:3OaunNUlXXs5e2PXtNAzzG; 0.536; 0.879; 1; 1; -3.019; 0.0621; 0.0742; 0; 0.0847; 0.334; 140.137; 4
I Wanna Know; NOVA; 2018-07-27; spotify:album:7GpuEZzRrPT4IGiEuWaBzy; RL Grime; spotify:artist:5eIbEEQnDM8yuDVB0bimSP; 206727; 62; 12; spotify:track:4ToogKQq58R9TvO40qRuxi; 0.432; 0.85; 10; 1; -4.417; 0.0771; 0.501; 6.59e-06; 0.203; 0.109; 82.607; 4
On Top (feat. T-Shirt); Flume; 2012-11-09; spotify:album:54dY3hrGWMOSPpUGZZJbFR; Flume; spotify:artist:6nxWCVXbOlEVRexSbLsTer; 231106; 36; 5; spotify:track:3wYuq0gnQ86dNWUHOKHDoS; 0.528; 0.757; 6; 1; -5.423; 0.212; 0.00957; 5.53e-05; 0.145; 0.304; 93.007; 4
All Day And Night; Snacks; 2019-07-12; spotify:album:16H9XbDP9IxeyOohsXkKXb; Jax Jones; spotify:artist:4Q6nIcaBED8qUel8bBx6Cr; 169466; 73; 8; spotify:track:5naYe7rLMZcLfO1DKg48MK; 0.567; 0.765; 1; 0; -4.107; 0.108; 0.317; 0; 0.14; 0.541; 121.924; 4
Tokyo Drifting (with Denzel Curry); Tokyo Drifting; 2019-11-13; spotify:album:1awYYlPxboJHZqiEFXEdTh; Glass Animals; spotify:artist:4yvcSjfu4PC0CYQyLy4wSq; 217693; 71; 1; spotify:track:3AHqaOkEFKZ6zEHdiplIv7; 0.708; 0.496; 8; 0; -8.175; 0.0496; 0.0816; 0.000109; 0.102; 0.412; 128.914; 4
Friend Of Mine (feat. Vargas & Lagola); AVĪCI (01); 2017-08-10; spotify:album:1m3mf7xkXIwssVriaaTjOS; Avicii; spotify:artist:1vCWHaC5f2uS3yhpwWbIA6; 159863; 60; 1; spotify:track:79UX8fkSsowWI1HOd8VoYt; 0.701; 0.717; 7; 0; -4.367; 0.056; 0.0181; 0.00599; 0.0713; 0.666; 109.999; 4
Carry You Home; Carry You Home; 2017-09-29; spotify:album:2lUB9VEmD6Hevo3CL5B8wl; Tiësto; spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z; 192731; 2; 1; spotify:track:7pstxLUhvsJC3M4TxHe2aI; 0.518; 0.724; 8; 1; -6.327; 0.0839; 0.0308; 0; 0.116; 0.334; 121.884; 4
Be Your Friend‬‬; Be Your Friend; 2018-03-02; spotify:album:33GfLqCFzz4RMZe1bLkFTe; Vigiland; spotify:artist:3tLYpanVDomWAZqF82NPds; 180820; 64; 1; spotify:track:2mSIu1ZPo22Ihx3EwS4E6h; 0.6; 0.754; 0; 1; -4.204; 0.0488; 0.0688; 0; 0.151; 0.641; 128.044; 4
One Touch; ß; 2014-10-27; spotify:album:2Cq2kLoXNlQ7FpBeeh6IZB; Baauer; spotify:artist:25fqWEebq6PoiGQIHIrdtv; 215000; 53; 1; spotify:track:6JEWDRfYmn51nfA7SUiN7u; 0.733; 0.547; 6; 0; -7.79; 0.0776; 0.0309; 0; 0.0882; 0.268; 96.054; 4
Intro; Flume: Deluxe Edition; 2012-11-09; spotify:album:1yc3Ldus5BkJBVX9mSFMt4; Flume; spotify:artist:6nxWCVXbOlEVRexSbLsTer; 234146; 37; 1; spotify:track:3IvSZ5Xihl5E1dcu7PpmDg; 0.518; 0.749; 7; 0; -7.134; 0.115; 0.43; 0; 0.23; 0.175; 82.221; 4
Yeah Right; Big Fish Theory; 2017-06-23; spotify:album:5h3WJG0aZjNOrayFu3MhCS; Vince Staples; spotify:artist:68kEuyFKyqrdQQLLsmiatm; 188946; 55; 7; spotify:track:35tWhD29yvWwB0IDRr6zsL; 0.734; 0.468; 1; 1; -9.029; 0.0912; 0.018; 0; 0.382; 0.285; 118.001; 4
Warm Water - Snakehips Remix; Warm Water (Snakehips Remix); 2013-08-13; spotify:album:41xJklJV7uqDzg9teggeR6; BANKS; spotify:artist:2xe8IXgCTpwHE3eA9hTs4n; 253584; 57; 1; spotify:track:63Ly2sEzloc9s0yAXlMi6r; 0.511; 0.678; 4; 0; -6.858; 0.869; 0.241; 0; 0.0948; 0.405; 212.137; 4
